title,vacancy_type,work_experience,salary,currency,region,salary_min,salary_max,exp_min,exp_max,salary_mean,exp_mean,country
Руководитель направления/Lead ML RecSys,other,3–6 лет,з/п не указана,,Москва,0,0,3,6,0,5,Россия
Senior Frontend Angular разработчик,SE,более 6 лет,от 200 000 до 350 000 руб. на руки,RUB,Москва,200000,350000,6,6,275000,6,Россия
Инженер по внедрению продуктов (ИБ),SE,3–6 лет,з/п не указана,,Москва,0,0,3,6,0,5,Россия
Инженер-физик программист (исследователь),SE,1–3 года,от 80 000 руб. до вычета налогов,RUB,Москва,0,80000,1,3,67500,2,Россия
"Разработчик Go, Поиск",SE,3–6 лет,з/п не указана,,Санкт-Петербург,0,0,3,6,0,5,Россия
"Руководитель группы разработки, Tech Lead команды (MTS AI)",other,более 6 лет,з/п не указана,,Москва,0,0,6,6,0,6,Россия
Ведущий разработчик C++ (DPDK),SE,более 6 лет,з/п не указана,,Москва,0,0,6,6,0,6,Россия
Инженер-программист (ПО),SE,1–3 года,з/п не указана,,Санкт-Петербург,0,0,1,3,0,2,Россия
BI developer,SE,1–3 года,от 2 000 USD на руки,USD,Москва,0,2000,1,3,1500,2,Россия
Системный программист Linux,other,3–6 лет,з/п не указана,,Румянцево,0,0,3,6,0,5,Россия
Разработчик BI / Data Engineer,SE,1–3 года,з/п не указана,,Санкт-Петербург,0,0,1,3,0,2,Россия
Animation Programmer / Программист анимации,other,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Системный администратор Linux,other,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Аналитик-программист / Аналитик BI (Веб-аналитик),DA,1–3 года,з/п не указана,,Екатеринбург,0,0,1,3,0,2,Россия
Senior golang developer,SE,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
DevOps Engineer (CI/CD),other,1–3 года,з/п не указана,,Казань,0,0,1,3,0,2,Россия
Дежурный системный администратор (Linux\DevOps),other,1–3 года,от 176 000 до 234 000 руб. до вычета налогов,RUB,Москва,176000,234000,1,3,205000,2,Россия
Программист JavaScript,WB,1–3 года,от 50 000 до 70 000 руб. на руки,RUB,Ростов-на-Дону,50000,70000,1,3,60000,2,Россия
Программист-математик С++ (робототехника),other,3–6 лет,з/п не указана,,Москва,0,0,3,6,0,5,Россия
"Разработчик golang, Ozon Fresh",SE,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
DevOps Engineer (KFP),other,3–6 лет,з/п не указана,,Москва,0,0,3,6,0,5,Россия
Программист (Linux),other,1–3 года,з/п не указана,,Санкт-Петербург,0,0,1,3,0,2,Россия
BI-разработчик,SE,3–6 лет,з/п не указана,,Москва,0,0,3,6,0,5,Россия
QA-Тестировщик senior (удаленно),other,1–3 года,от 100 000 руб. на руки,RUB,Москва,0,100000,1,3,80000,2,Россия
Разработчик бортовых алгоритмов,SE,более 6 лет,з/п не указана,,Москва,0,0,6,6,0,6,Россия
DevOps инженер (Synapse),SE,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
DevOps Engineer (CI/CD),other,1–3 года,з/п не указана,,Новосибирск,0,0,1,3,0,2,Россия
"Senior Tools Programmer (UE4, С++)",other,3–6 лет,з/п не указана,,Санкт-Петербург,0,0,3,6,0,5,Россия
Инженер-разработчик по оценке IT-проектов,SE,1–3 года,з/п не указана,,Новосибирск,0,0,1,3,0,2,Россия
Back-end разработчик,SE,3–6 лет,от 100 000 до 200 000 руб. на руки,RUB,Ростов-на-Дону,100000,200000,3,6,150000,5,Россия
Системный архитектор,other,3–6 лет,от 400 000 руб. на руки,RUB,Москва,0,400000,3,6,300000,5,Россия
Системный программист С (Linux),other,3–6 лет,з/п не указана,,Москва,0,0,3,6,0,5,Россия
Ruby-разработчик в инфраструктуру портала,SE,3–6 лет,з/п не указана,,Москва,0,0,3,6,0,5,Россия
C++ разработчик платформы UGC,SE,3–6 лет,з/п не указана,,Санкт-Петербург,0,0,3,6,0,5,Россия
Программист микроконтроллеров / встраиваемых систем / Математик,other,не требуется,от 100 000 руб. на руки,RUB,Москва,0,100000,0,0,80000,0,Россия
Разработчик SQL,SE,1–3 года,до 120 000 руб. на руки,RUB,Москва,0,120000,1,3,102500,2,Россия
Backend-разработчик PHP (middle/senior),SE,более 6 лет,от 150 000 до 300 000 руб. на руки,RUB,Москва,150000,300000,6,6,225000,6,Россия
Системный разработчик - администратор,SE,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Senior Golang developer,SE,3–6 лет,з/п не указана,,Москва,0,0,3,6,0,5,Россия
Аналитик,DA,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Разработчик интеграционных потоков [id12428],SE,1–3 года,з/п не указана,,Санкт-Петербург,0,0,1,3,0,2,Россия
Data Analyst,DA,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Системный инженер/ Инженер по тестированию серверов,SE,3–6 лет,з/п не указана,,Румянцево,0,0,3,6,0,5,Россия
Разработчик инсталляторов (удаленно),SE,1–3 года,от 150 000 руб. на руки,RUB,Нижний Новгород,0,150000,1,3,112500,2,Россия
Инженер по нагрузочному тестированию,SE,3–6 лет,з/п не указана,,Санкт-Петербург,0,0,3,6,0,5,Россия
Middle BI Developer,SE,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Аналитик в IT,DA,не требуется,от 50 000 руб. на руки,RUB,Волгоград,0,50000,0,0,37500,0,Россия
Программист,other,1–3 года,от 70 000 руб. на руки,RUB,Санкт-Петербург,0,70000,1,3,52500,2,Россия
Разработчик серверных приложений Oracle/PostgreSQL,SE,3–6 лет,з/п не указана,,Санкт-Петербург,0,0,3,6,0,5,Россия
Начинающий разработчик-аналитик RPA (С#),DA,1–3 года,от 50 000 до 65 000 руб. до вычета налогов,RUB,Москва,50000,65000,1,3,57500,2,Россия
Разработчик IoT решений (AWADA),SE,3–6 лет,з/п не указана,,Ярославль,0,0,3,6,0,5,Россия
Системный разработчик (С++),SE,1–3 года,з/п не указана,,Пермь,0,0,1,3,0,2,Россия
Преподаватель информатики,other,не требуется,от 30 000 руб. на руки,RUB,Липецк,0,30000,0,0,22500,0,Россия
Разработчик программного обеспечения (Oracle),SE,1–3 года,з/п не указана,,Краснодар,0,0,1,3,0,2,Россия
Релиз-инженер (DevOps),SE,1–3 года,от 60 000 до 80 000 руб. на руки,RUB,Красноярск,60000,80000,1,3,70000,2,Россия
Системный аналитик,DA,3–6 лет,з/п не указана,,Москва,0,0,3,6,0,5,Россия
Web-программист,WB,1–3 года,з/п не указана,,Казань,0,0,1,3,0,2,Россия
Программист компьютерного зрения,other,1–3 года,до 200 000 руб. на руки,RUB,Челябинск,0,200000,1,3,150000,2,Россия
Data Engineer,other,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Системный инженер в инфраструĸтурную группу (DevOps),SE,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Маркетинговый аналитик / UA Analyst,DA,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Математик - программист технической поддержки ПО,other,1–3 года,з/п не указана,,Новосибирск,0,0,1,3,0,2,Россия
ML-разработчик в группу спецпроектов поиска,SE,3–6 лет,з/п не указана,,Москва,0,0,3,6,0,5,Россия
Инженер-разработчик С++ (машинное зрение),SE,1–3 года,з/п не указана,,Санкт-Петербург,0,0,1,3,0,2,Россия
Программист C/С++,other,1–3 года,от 80 000 руб. на руки,RUB,Липецк,0,80000,1,3,60000,2,Россия
Стажер-тестировщик,other,не требуется,з/п не указана,,Казань,0,0,0,0,0,0,Россия
ML/CV engineers for Image/Video enhancement tasks,other,не требуется,з/п не указана,,Москва,0,0,0,0,0,0,Россия
DevOps инженер,SE,1–3 года,з/п не указана,,Санкт-Петербург,0,0,1,3,0,2,Россия
Devops - engineer,other,1–3 года,з/п не указана,,Санкт-Петербург,0,0,1,3,0,2,Россия
DevOps инженер (remote),SE,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Frontend - разработчик на проект DATAPK (angular),SE,3–6 лет,з/п не указана,,Екатеринбург,0,0,3,6,0,5,Россия
Web-программист,WB,3–6 лет,от 50 000 руб. на руки,RUB,Нижний Новгород,0,50000,3,6,37500,5,Россия
Middle DevSecOps / Application security инженер,SE,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Инженер-разработчик/программист,SE,1–3 года,от 30 000 руб. на руки,RUB,Волгоград,0,30000,1,3,22500,2,Россия
Инженер DevOps / системный администратор,SE,более 6 лет,до 110 000 руб. на руки,RUB,Екатеринбург,0,110000,6,6,82500,6,Россия
Старший инженер-программист (Golang),SE,3–6 лет,з/п не указана,,Нижний Новгород,0,0,3,6,0,5,Россия
Инженер-разработчик С++ (машинное зрение),SE,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
DevOps-инженер (Рекламная платформа),SE,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Ведущий инженер по непрерывному развертыванию и доставке ПО (DevOps/SRE),SE,1–3 года,з/п не указана,,Румянцево,0,0,1,3,0,2,Россия
Тестировщик отдела разработки,other,1–3 года,з/п не указана,,Симферополь,0,0,1,3,0,2,Россия
Инженер DevOps,SE,3–6 лет,з/п не указана,,Москва,0,0,3,6,0,5,Россия
Application Security инженер (практика Container Security),SE,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
DWH developer,SE,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Программист C#,other,1–3 года,от 100 000 до 140 000 руб. на руки,RUB,Новосибирск,100000,140000,1,3,120000,2,Россия
Middle backend developer,SE,3–6 лет,от 70 000 до 100 000 руб. на руки,RUB,Ярославль,70000,100000,3,6,85000,5,Россия
DWH Developer,SE,3–6 лет,з/п не указана,,Москва,0,0,3,6,0,5,Россия
Senior Data Analyst,DA,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Продуктовый аналитик (аналитическая платформа),DA,3–6 лет,от 200 000 до 400 000 руб. до вычета налогов,RUB,Москва,200000,400000,3,6,300000,5,Россия
Инженер-программист,SE,1–3 года,от 55 000 руб. на руки,RUB,Санкт-Петербург,0,55000,1,3,41250,2,Россия
Frontend-разработчик,SE,3–6 лет,от 120 000 руб. на руки,RUB,Москва,0,120000,3,6,102500,5,Россия
Администратор тестовых стендов (DevOps),other,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Веб-разработчик,SE,1–3 года,от 20 000 до 25 000 руб. до вычета налогов,RUB,Оренбург,20000,25000,1,3,22500,2,Россия
Data Scientist / Data Analyst,DS,3–6 лет,з/п не указана,,Казань,0,0,3,6,0,5,Россия
C# разработчик (middle / senior),SE,3–6 лет,з/п не указана,,Москва,0,0,3,6,0,5,Россия
Разработчик баз данных в международную компанию,SE,3–6 лет,до 250 000 руб. до вычета налогов,RUB,Новосибирск,0,250000,3,6,187500,5,Россия
DevOps-инженер,SE,1–3 года,з/п не указана,,Екатеринбург,0,0,1,3,0,2,Россия
DWH Разработчик,SE,3–6 лет,з/п не указана,,Москва,0,0,3,6,0,5,Россия
Data Engineer/ Разработчик DWH/ ETL - разработчик,SE,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Data Scientist в Центр AI-маркетинга,DS,3–6 лет,з/п не указана,,Москва,0,0,3,6,0,5,Россия
Разработчик алгоритмов баллистико-навигационного обеспечения,SE,3–6 лет,з/п не указана,,Москва,0,0,3,6,0,5,Россия
"Flutter разработчик, Full stack",SE,1–3 года,от 150 000 до 250 000 руб. на руки,RUB,Москва,150000,250000,1,3,200000,2,Россия
Инженер ПЛИС (Verilog/System Verilog),SE,1–3 года,до 150 000 руб. на руки,RUB,Санкт-Петербург,0,150000,1,3,125000,2,Россия
Software engineer (C/C++)/Инженер-разработчик C/C++ (Network OS),SE,более 6 лет,з/п не указана,,Москва,0,0,6,6,0,6,Россия
Инженер по портированию Linux (OpenBMC),SE,3–6 лет,з/п не указана,,Румянцево,0,0,3,6,0,5,Россия
"Flutter разработчик, Full stack",SE,1–3 года,от 150 000 до 250 000 руб. на руки,RUB,Сочи,150000,250000,1,3,200000,2,Россия
"Руководитель группы разработки, Tech Lead команды Audiogram (MTS AI)",other,более 6 лет,з/п не указана,,Москва,0,0,6,6,0,6,Россия
Инженер-физик,SE,1–3 года,з/п не указана,,Санкт-Петербург,0,0,1,3,0,2,Россия
Игровой аналитик (продуктовый аналитик),DA,1–3 года,з/п не указана,,Петрозаводск,0,0,1,3,0,2,Россия
Инженер-разработчик С++ (машинное зрение),SE,1–3 года,з/п не указана,,Казань,0,0,1,3,0,2,Россия
Robotics Software Engineer,other,3–6 лет,з/п не указана,,Дубай,0,0,3,6,0,5,Объединенные Арабские Эмираты
DevOps инженер (SberWorks),SE,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Разработчик на С++,SE,3–6 лет,з/п не указана,,Новосибирск,0,0,3,6,0,5,Россия
Инженер по тестированию сетевого оборудования.,SE,3–6 лет,от 100 000 руб. на руки,RUB,Зеленоград,0,100000,3,6,75000,5,Россия
Senior Data Scientist (Computer Vision),DS,более 6 лет,з/п не указана,,Москва,0,0,6,6,0,6,Россия
DevOps Engineer,other,3–6 лет,з/п не указана,,Москва,0,0,3,6,0,5,Россия
Специалист по Data Science,DS,3–6 лет,от 76 967 до 76 967 руб. на руки,RUB,Набережные Челны,76967,76967,3,6,76967,5,Россия
Ведущий программист RTOS,other,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
DevOps - инженер,SE,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Программист,other,3–6 лет,з/п не указана,,Зеленоград,0,0,3,6,0,5,Россия
C++ developer,SE,3–6 лет,з/п не указана,,Санкт-Петербург,0,0,3,6,0,5,Россия
Программист Linux,other,3–6 лет,з/п не указана,,Москва,0,0,3,6,0,5,Россия
Go разработчик (Proil),SE,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
QA Engineer (Web),WB,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Разработчик SQL/ETL,SE,1–3 года,з/п не указана,,Казань,0,0,1,3,0,2,Россия
DevOps Engineer,other,3–6 лет,з/п не указана,,Санкт-Петербург,0,0,3,6,0,5,Россия
"Flutter разработчик, Full stack",SE,1–3 года,от 150 000 до 250 000 руб. на руки,RUB,Санкт-Петербург,150000,250000,1,3,200000,2,Россия
Software engineer (C/C++)/Инженер-разработчик C/C++ (Network OS),SE,более 6 лет,з/п не указана,,Санкт-Петербург,0,0,6,6,0,6,Россия
PHP Developer / PHP Разработчик,SE,3–6 лет,от 150 000 до 300 000 руб. на руки,RUB,Москва,150000,300000,3,6,225000,5,Россия
Главный разработчик,SE,3–6 лет,з/п не указана,,Москва,0,0,3,6,0,5,Россия
Преподаватель направления по разработке VR/AR приложений в IT - Куб,other,1–3 года,з/п не указана,,Новосибирск,0,0,1,3,0,2,Россия
Ведущий инженер-программист С++,SE,1–3 года,от 90 000 руб. на руки,RUB,Санкт-Петербург,0,90000,1,3,67500,2,Россия
Frontend Vue Developer,SE,более 6 лет,от 250 000 руб. на руки,RUB,Санкт-Петербург,0,250000,6,6,200000,6,Россия
Ведущий инженер - программист С/С++,SE,3–6 лет,з/п не указана,,Москва,0,0,3,6,0,5,Россия
Middle Javascript Vue UI/UX разработчик с навыками backend (node.js / nest.js),SE,3–6 лет,от 140 000 до 250 000 руб. на руки,RUB,Москва,140000,250000,3,6,195000,5,Россия
Developer C++,SE,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
DWH Разработчик,SE,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Backend Developer (Golang),SE,3–6 лет,з/п не указана,,Москва,0,0,3,6,0,5,Россия
Инженер по нагрузочному тестированию,SE,1–3 года,з/п не указана,,Екатеринбург,0,0,1,3,0,2,Россия
Системный администратор Linux,other,1–3 года,от 80 000 до 120 000 руб. на руки,RUB,Санкт-Петербург,80000,120000,1,3,100000,2,Россия
Devops integration engineer/Инженер группы интеграционных решений,SE,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Senior DevOps Engineer,other,3–6 лет,з/п не указана,,Москва,0,0,3,6,0,5,Россия
DevOps инженер [IoT Platform],SE,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Ведущий инженер по тестированию программного (и аппаратного) обеспечения,SE,3–6 лет,от 120 000 до 190 000 руб. до вычета налогов,RUB,Санкт-Петербург,120000,190000,3,6,155000,5,Россия
С++ Developer (StarOS),SE,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Инженер верификации ASIC/FPGA,SE,3–6 лет,от 150 000 руб. на руки,RUB,Москва,0,150000,3,6,130000,5,Россия
Ведущий инженер-разработчик,SE,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Разработчик ядра СУБД,SE,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Инженер внедрения в направление «Голосовые технологии»,SE,1–3 года,з/п не указана,,Санкт-Петербург,0,0,1,3,0,2,Россия
Менеджер по сопровождению пентестов и уязвимостей в Отдел анализа защищенности,other,3–6 лет,з/п не указана,,Москва,0,0,3,6,0,5,Россия
Программист C++/Qt,other,1–3 года,з/п не указана,,Санкт-Петербург,0,0,1,3,0,2,Россия
Старший инженер-программист Linux C++ (Qt),SE,3–6 лет,з/п не указана,,Москва,0,0,3,6,0,5,Россия
Cистемный программист C/C++ (Middle/Senior),other,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
QA Engineer/Инженер по тестированию (решения видеонаблюдения/CCTV),SE,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
"Ведущий специалист по анализу данных в команду ""ДОМ"" (работа в РФ)",DA,3–6 лет,з/п не указана,,Москва,0,0,3,6,0,5,Россия
Разработчик ETL (Hadoop/Spark),SE,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Инженер по тестированию (программно-аппаратные комплексы),SE,1–3 года,з/п не указана,,Санкт-Петербург,0,0,1,3,0,2,Россия
С++ разработчик,SE,более 6 лет,з/п не указана,,Москва,0,0,6,6,0,6,Россия
Старший системный аналитик,DA,3–6 лет,з/п не указана,,Москва,0,0,3,6,0,5,Россия
Middle Javascript Vue UI/UX разработчик с навыками backend (node.js / nest.js),SE,3–6 лет,от 140 000 до 250 000 руб. на руки,RUB,Санкт-Петербург,140000,250000,3,6,195000,5,Россия
DevOps инженер [IoT Platform],SE,1–3 года,з/п не указана,,Санкт-Петербург,0,0,1,3,0,2,Россия
Разработчик С# (продукт RU DATA),SE,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Senior QA Engineer AI/ML (to Armenia / Portugal),other,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
"Стажер в команду разработки, группа технологического консалтинга (разработчик ABAP)",SE,не требуется,з/п не указана,,Москва,0,0,0,0,0,0,Россия
QA Automation PHP,WB,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Site Reliability Engineer (to Canada/Serbia),other,более 6 лет,от 8 000 USD до вычета налогов,USD,Москва,0,8000,6,6,6000,6,Россия
Разработчик BI,SE,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
DataBase Administrator,other,1–3 года,з/п не указана,,Санкт-Петербург,0,0,1,3,0,2,Россия
Руководитель отдела IT / Teamlead,other,3–6 лет,от 180 000 до 220 000 руб. на руки,RUB,Москва,180000,220000,3,6,200000,5,Россия
Software engineer (C/C++)/Инженер-разработчик C/C++ (Network OS),SE,более 6 лет,з/п не указана,,Нижний Новгород,0,0,6,6,0,6,Россия
Golang Developer (Уфа),SE,3–6 лет,от 150 000 до 250 000 руб. на руки,RUB,Уфа,150000,250000,3,6,200000,5,Россия
Программист,other,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Программист компьютерного зрения middle,other,1–3 года,з/п не указана,,Челябинск,0,0,1,3,0,2,Россия
ML-инженер,SE,3–6 лет,з/п не указана,,Новосибирск,0,0,3,6,0,5,Россия
QA Automation (PHP),WB,3–6 лет,з/п не указана,,Санкт-Петербург,0,0,3,6,0,5,Россия
Программист С#,other,1–3 года,з/п не указана,,Ростов-на-Дону,0,0,1,3,0,2,Россия
Разработчик BI,SE,1–3 года,з/п не указана,,Санкт-Петербург,0,0,1,3,0,2,Россия
Middle Golang Developer,SE,1–3 года,от 180 000 до 230 000 руб. на руки,RUB,Москва,180000,230000,1,3,205000,2,Россия
Application security analyst (Ереван),other,1–3 года,от 200 000 руб. на руки,RUB,Москва,0,200000,1,3,175000,2,Россия
Главный разработчик,SE,3–6 лет,з/п не указана,,Краснодар,0,0,3,6,0,5,Россия
QA/Ручной тестировщик,other,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Senior system \ embedded developer,SE,более 6 лет,з/п не указана,,Москва,0,0,6,6,0,6,Россия
Team lead / Tech lead / Технический лидерз/п не указана,other,3–6 лет,Convergent,,Москва,0,0,3,6,0,5,Россия
Frontend react developer,SE,3–6 лет,з/п не указана,,Москва,0,0,3,6,0,5,Россия
SRE-инженер,SE,3–6 лет,з/п не указана,,Сочи,0,0,3,6,0,5,Россия
Linux system engineer / Virtualization engineer,other,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
DevOps,other,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Senior Marketing Analyst / Старший маркетинговый аналитик,DA,3–6 лет,от 200 000 руб. на руки,RUB,Москва,0,200000,3,6,175000,5,Россия
Senior JS Developer (Cyprus),SE,3–6 лет,з/п не указана,,Москва,0,0,3,6,0,5,Россия
Системный аналитик (применение моделей ML),DA,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
"Программист C++ (Linux, виртуализация)",other,1–3 года,з/п не указана,,Санкт-Петербург,0,0,1,3,0,2,Россия
Team Leader,other,3–6 лет,от 80 000 руб. до вычета налогов,RUB,Красноярск,0,80000,3,6,60000,5,Россия
Devops engineer,other,1–3 года,з/п не указана,,Воронеж,0,0,1,3,0,2,Россия
SDET / Software Development Engineer in Test (Brain4Net),SE,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Системный аналитик продукта Naumen SAM,DA,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Аналитик SQL,DA,1–3 года,з/п не указана,,Санкт-Петербург,0,0,1,3,0,2,Россия
"Системный администратор Linux, DevOps",other,3–6 лет,до 150 000 руб. до вычета налогов,RUB,Москва,0,150000,3,6,130000,5,Россия
Middle / Senior QA инженер,SE,3–6 лет,з/п не указана,,Москва,0,0,3,6,0,5,Россия
L1 operations engineer,other,1–3 года,з/п не указана,,Оренбург,0,0,1,3,0,2,Россия
Senior Game Designer (Economy & Balance),other,3–6 лет,з/п не указана,,Санкт-Петербург,0,0,3,6,0,5,Россия
Java разработчик Middle+/Senior,SE,3–6 лет,от 250 000 до 350 000 руб. на руки,RUB,Химки,250000,350000,3,6,300000,5,Россия
QA-инженер,SE,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Инженер-разработчик С++ (машинное зрение),SE,1–3 года,з/п не указана,,Нижний Новгород,0,0,1,3,0,2,Россия
SRE - инженер,SE,3–6 лет,з/п не указана,,Санкт-Петербург,0,0,3,6,0,5,Россия
"Lead Software Engineer (C/C++, CDN)",other,3–6 лет,з/п не указана,,Москва,0,0,3,6,0,5,Россия
Product Owner in QA,other,более 6 лет,от 5 500 до 7 200 USD до вычета налогов,USD,Москва,5500,7200,6,6,6350,6,Россия
Системный инженер (System Engineer) Грейда - Middle,SE,3–6 лет,з/п не указана,,Москва,0,0,3,6,0,5,Россия
IT Database Engineer,other,более 6 лет,з/п не указана,,Новосибирск,0,0,6,6,0,6,Россия
Инженер по тестированию (продукт Voice2Med),SE,3–6 лет,з/п не указана,,Санкт-Петербург,0,0,3,6,0,5,Россия
Инженер-программист,SE,1–3 года,от 100 000 руб. на руки,RUB,Краснодар,0,100000,1,3,75000,2,Россия
Senior Software engineer C++/Старший разработчик С++,SE,3–6 лет,з/п не указана,,Москва,0,0,3,6,0,5,Россия
Инженер по сопровождению АС SAST/SALM,SE,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
DevOps middle / senior,other,3–6 лет,з/п не указана,,Москва,0,0,3,6,0,5,Россия
Аналитик SQL,DA,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Devops Engineer | SRE,other,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
QA engineer по нагрузочному тестированию,other,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Инженер по внедрению и сопровождению информационных систем,SE,1–3 года,з/п не указана,,Дубна,0,0,1,3,0,2,Россия
Backend-разработчик (бэкенд-разработчик),SE,1–3 года,з/п не указана,,Челябинск,0,0,1,3,0,2,Россия
Системный администратор/DevOps,other,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Программист C++,other,3–6 лет,з/п не указана,,Новосибирск,0,0,3,6,0,5,Россия
SRE - инженер,SE,3–6 лет,з/п не указана,,Екатеринбург,0,0,3,6,0,5,Россия
BIM-менеджер (ведущий разработчик информационных моделей),SE,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Старший консультант BI/Разработчик Power BI,SE,1–3 года,з/п не указана,,Санкт-Петербург,0,0,1,3,0,2,Россия
Разработчик FPGA,SE,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Ведущий разработчик Hadoop,SE,3–6 лет,з/п не указана,,Санкт-Петербург,0,0,3,6,0,5,Россия
Аналитик отдела валидации,DA,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
BI разработчик,SE,3–6 лет,з/п не указана,,Санкт-Петербург,0,0,3,6,0,5,Россия
Senior С++ Developer,SE,3–6 лет,з/п не указана,,Казань,0,0,3,6,0,5,Россия
Менеджер по информационной безопасности в разработке (ИТ),other,3–6 лет,з/п не указана,,Москва,0,0,3,6,0,5,Россия
Программист MS Dynamics AX (Axapta),other,1–3 года,от 120 000 до 200 000 руб. на руки,RUB,Санкт-Петербург,120000,200000,1,3,160000,2,Россия
Java developer (онлайн-кинотеатр Movix),SE,3–6 лет,з/п не указана,,Москва,0,0,3,6,0,5,Россия
QA specialist,other,3–6 лет,з/п не указана,,Санкт-Петербург,0,0,3,6,0,5,Россия
Тестировщик Middle/Senior,other,3–6 лет,от 120 000 руб. на руки,RUB,Краснодар,0,120000,3,6,90000,5,Россия
Backend Senior/Tech Lead/Технический директор/Руководитель разработки,other,3–6 лет,от 350 000 руб. на руки,RUB,Санкт-Петербург,0,350000,3,6,275000,5,Россия
Ведущий программист (team lead),other,3–6 лет,з/п не указана,,Москва,0,0,3,6,0,5,Россия
Программист-исследователь в отдел R&D,other,не требуется,з/п не указана,,Москва,0,0,0,0,0,0,Россия
Разработчик встраиваемых систем,SE,более 6 лет,от 150 000 до 200 000 руб. на руки,RUB,Москва,150000,200000,6,6,175000,6,Россия
"QA Automation Senior Engineer (Remote, to Canada/USA)",other,более 6 лет,от 4 000 до 7 000 USD на руки,USD,Москва,4000,7000,6,6,5500,6,Россия
C++ Developer (Telecom) / Старший инженер-программист (C++),SE,3–6 лет,з/п не указана,,Москва,0,0,3,6,0,5,Россия
Разработчик ПО на Golang (SberInfra),SE,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Ведущий разработчик BI,SE,3–6 лет,з/п не указана,,Екатеринбург,0,0,3,6,0,5,Россия
Системный администратор (инфраструктурные проекты),other,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Senior System Analyst,other,3–6 лет,з/п не указана,,Москва,0,0,3,6,0,5,Россия
